h2co+_b1_tz.0065.com.dat:      * CCSD(T) total energy                     = -113.922354165716456
h2co+_b1_tz.0066.com.dat:      * CCSD(T) total energy                     = -113.922355333335872
h2co+_b1_tz.0067.com.dat:      * CCSD(T) total energy                     = -113.922358744937966
h2co+_b1_tz.0068.com.dat:      * CCSD(T) total energy                     = -113.922355333335688
h2co+_b1_tz.0069.com.dat:      * CCSD(T) total energy                     = -113.922354165716712
h2co+_b1_tz.0070.com.dat:      * CCSD(T) total energy                     = -113.922343217638584
h2co+_b1_tz.0071.com.dat:      * CCSD(T) total energy                     = -113.922341956099189
h2co+_b1_tz.0072.com.dat:      * CCSD(T) total energy                     = -113.922298686119873
h2co+_b1_tz.0073.com.dat:      * CCSD(T) total energy                     = -113.922218526256103
h2co+_b1_tz.0074.com.dat:      * CCSD(T) total energy                     = -113.922261788185139
h2co+_b1_tz.0075.com.dat:      * CCSD(T) total energy                     = -113.922263039382102
h2co+_b1_tz.0076.com.dat:      * CCSD(T) total energy                     = -113.922274001923839
h2co+_b1_tz.0077.com.dat:      * CCSD(T) total energy                     = -113.922275083896864
h2co+_b1_tz.0078.com.dat:      * CCSD(T) total energy                     = -113.922278560612781
h2co+_b1_tz.0079.com.dat:      * CCSD(T) total energy                     = -113.922275083896821
h2co+_b1_tz.0080.com.dat:      * CCSD(T) total energy                     = -113.922274001923938
h2co+_b1_tz.0081.com.dat:      * CCSD(T) total energy                     = -113.922263039382258
h2co+_b1_tz.0082.com.dat:      * CCSD(T) total energy                     = -113.922261788185125
h2co+_b1_tz.0083.com.dat:      * CCSD(T) total energy                     = -113.922218526253502
h2co+_b1_tz.0084.com.dat:      * CCSD(T) total energy                     = -113.922191620778861
h2co+_b1_tz.0085.com.dat:      * CCSD(T) total energy                     = -113.922097913355515
h2co+_b1_tz.0086.com.dat:      * CCSD(T) total energy                     = -113.922517226260283
h2co+_b1_tz.0087.com.dat:      * CCSD(T) total energy                     = -113.922451118633376
h2co+_b1_tz.0088.com.dat:      * CCSD(T) total energy                     = -113.922319475960506
h2co+_b1_tz.0089.com.dat:      * CCSD(T) total energy                     = -113.922361827812566
h2co+_b1_tz.0090.com.dat:      * CCSD(T) total energy                     = -113.922363094606084
h2co+_b1_tz.0091.com.dat:      * CCSD(T) total energy                     = -113.922373747670903
h2co+_b1_tz.0092.com.dat:      * CCSD(T) total energy                     = -113.922374908871035
h2co+_b1_tz.0093.com.dat:      * CCSD(T) total energy                     = -113.922378307788492
h2co+_b1_tz.0094.com.dat:      * CCSD(T) total energy                     = -113.922374908870410
h2co+_b1_tz.0095.com.dat:      * CCSD(T) total energy                     = -113.922373747671045
h2co+_b1_tz.0096.com.dat:      * CCSD(T) total energy                     = -113.922363094606141
h2co+_b1_tz.0097.com.dat:      * CCSD(T) total energy                     = -113.922361827812651
h2co+_b1_tz.0098.com.dat:      * CCSD(T) total energy                     = -113.922319475960975
h2co+_b1_tz.0099.com.dat:      * CCSD(T) total energy                     = -113.922298781834840
h2co+_b1_tz.0100.com.dat:      * CCSD(T) total energy                     = -113.922212528774111
h2co+_b1_tz.0101.com.dat:      * CCSD(T) total energy                     = -113.922440844206335
h2co+_b1_tz.0102.com.dat:      * CCSD(T) total energy                     = -113.922368660662357
h2co+_b1_tz.0103.com.dat:      * CCSD(T) total energy                     = -113.922289790331106
h2co+_b1_tz.0104.com.dat:      * CCSD(T) total energy                     = -113.922330405034984
h2co+_b1_tz.0105.com.dat:      * CCSD(T) total energy                     = -113.920797972929350
h2co+_b1_tz.0106.com.dat:      * CCSD(T) total energy                     = -113.921016608101453
h2co+_b1_tz.0107.com.dat:      * CCSD(T) total energy                     = -113.920938304514394
h2co+_b1_tz.0108.com.dat:      * CCSD(T) total energy                     = -113.920853170992032
h2co+_b1_tz.0109.com.dat:      * CCSD(T) total energy                     = -113.921195431053278
h2co+_b1_tz.0110.com.dat:      * CCSD(T) total energy                     = -113.921124557256647
h2co+_b1_tz.0111.com.dat:      * CCSD(T) total energy                     = -113.920984269623816
h2co+_b1_tz.0112.com.dat:      * CCSD(T) total energy                     = -113.921029479744107
h2co+_b1_tz.0113.com.dat:      * CCSD(T) total energy                     = -113.921030691671120
h2co+_b1_tz.0114.com.dat:      * CCSD(T) total energy                     = -113.921042278924503
h2co+_b1_tz.0115.com.dat:      * CCSD(T) total energy                     = -113.921043450529723
h2co+_b1_tz.0116.com.dat:      * CCSD(T) total energy                     = -113.921046894149399
h2co+_b1_tz.0117.com.dat:      * CCSD(T) total energy                     = -113.921043450530078
h2co+_b1_tz.0118.com.dat:      * CCSD(T) total energy                     = -113.921042278924617
h2co+_b1_tz.0119.com.dat:      * CCSD(T) total energy                     = -113.921030691671191
h2co+_b1_tz.0120.com.dat:      * CCSD(T) total energy                     = -113.921029479749606
h2co+_b1_tz.0121.com.dat:      * CCSD(T) total energy                     = -113.920984269623787
h2co+_b1_tz.0122.com.dat:      * CCSD(T) total energy                     = -113.920962429251929
h2co+_b1_tz.0123.com.dat:      * CCSD(T) total energy                     = -113.920871150025235
h2co+_b1_tz.0124.com.dat:      * CCSD(T) total energy                     = -113.921335193054730
h2co+_b1_tz.0125.com.dat:      * CCSD(T) total energy                     = -113.921271677711914
h2co+_b1_tz.0126.com.dat:      * CCSD(T) total energy                     = -113.921140037625719
h2co+_b1_tz.0127.com.dat:      * CCSD(T) total energy                     = -113.921184302930641
h2co+_b1_tz.0128.com.dat:      * CCSD(T) total energy                     = -113.921185530488557
h2co+_b1_tz.0129.com.dat:      * CCSD(T) total energy                     = -113.921196796447106
h2co+_b1_tz.0130.com.dat:      * CCSD(T) total energy                     = -113.921198047107282
h2co+_b1_tz.0131.com.dat:      * CCSD(T) total energy                     = -113.921201413437657
h2co+_b1_tz.0132.com.dat:      * CCSD(T) total energy                     = -113.921198047106827
h2co+_b1_tz.0133.com.dat:      * CCSD(T) total energy                     = -113.921196796447191
h2co+_b1_tz.0134.com.dat:      * CCSD(T) total energy                     = -113.921185530488970
h2co+_b1_tz.0135.com.dat:      * CCSD(T) total energy                     = -113.921184302924985
h2co+_b1_tz.0136.com.dat:      * CCSD(T) total energy                     = -113.921140037625975
h2co+_b1_tz.0137.com.dat:      * CCSD(T) total energy                     = -113.921063035919474
h2co+_b1_tz.0138.com.dat:      * CCSD(T) total energy                     = -113.921107293711700
h2co+_b1_tz.0139.com.dat:      * CCSD(T) total energy                     = -113.921108510859483
h2co+_b1_tz.0140.com.dat:      * CCSD(T) total energy                     = -113.921119791554531
h2co+_b1_tz.0141.com.dat:      * CCSD(T) total energy                     = -113.921120956901419
h2co+_b1_tz.0142.com.dat:      * CCSD(T) total energy                     = -113.921124387904285
h2co+_b1_tz.0143.com.dat:      * CCSD(T) total energy                     = -113.921120956901333
h2co+_b1_tz.0144.com.dat:      * CCSD(T) total energy                     = -113.921119791554617
h2co+_b1_tz.0145.com.dat:      * CCSD(T) total energy                     = -113.921108510864912
h2co+_b1_tz.0146.com.dat:      * CCSD(T) total energy                     = -113.921107293711387
h2co+_b1_tz.0147.com.dat:      * CCSD(T) total energy                     = -113.921063035913278
h2co+_b1_tz.0148.com.dat:      * CCSD(T) total energy                     = -113.920979260983316
h2co+_b1_tz.0149.com.dat:      * CCSD(T) total energy                     = -113.921023510894898
h2co+_b1_tz.0150.com.dat:      * CCSD(T) total energy                     = -113.921024717759551
h2co+_b1_tz.0151.com.dat:      * CCSD(T) total energy                     = -113.921036012990143
h2co+_b1_tz.0152.com.dat:      * CCSD(T) total energy                     = -113.921037092174373
h2co+_b1_tz.0153.com.dat:      * CCSD(T) total energy                     = -113.921040588723997
h2co+_b1_tz.0154.com.dat:      * CCSD(T) total energy                     = -113.921037092174274
h2co+_b1_tz.0155.com.dat:      * CCSD(T) total energy                     = -113.921036012990200
h2co+_b1_tz.0156.com.dat:      * CCSD(T) total energy                     = -113.921024717759124
h2co+_b1_tz.0157.com.dat:      * CCSD(T) total energy                     = -113.921023510895367
h2co+_b1_tz.0158.com.dat:      * CCSD(T) total energy                     = -113.920979260989355
h2co+_b1_tz.0159.com.dat:      * CCSD(T) total energy                     = -113.920950003456696
h2co+_b1_tz.0160.com.dat:      * CCSD(T) total energy                     = -113.920852619625677
h2co+_b1_tz.0161.com.dat:      * CCSD(T) total energy                     = -113.921436633354460
h2co+_b1_tz.0162.com.dat:      * CCSD(T) total energy                     = -113.921380405495825
h2co+_b1_tz.0163.com.dat:      * CCSD(T) total energy                     = -113.921257319214405
h2co+_b1_tz.0164.com.dat:      * CCSD(T) total energy                     = -113.921300656584748
h2co+_b1_tz.0165.com.dat:      * CCSD(T) total energy                     = -113.921301899863948
h2co+_b1_tz.0166.com.dat:      * CCSD(T) total energy                     = -113.921312850266986
h2co+_b1_tz.0167.com.dat:      * CCSD(T) total energy                     = -113.921314178389409
h2co+_b1_tz.0168.com.dat:      * CCSD(T) total energy                     = -113.921317468836747
h2co+_b1_tz.0169.com.dat:      * CCSD(T) total energy                     = -113.921314178389792
h2co+_b1_tz.0170.com.dat:      * CCSD(T) total energy                     = -113.921312850267313
h2co+_b1_tz.0171.com.dat:      * CCSD(T) total energy                     = -113.921301899859003
h2co+_b1_tz.0172.com.dat:      * CCSD(T) total energy                     = -113.921300656580073
h2co+_b1_tz.0173.com.dat:      * CCSD(T) total energy                     = -113.921257319207697
h2co+_b1_tz.0174.com.dat:      * CCSD(T) total energy                     = -113.921187684941998
h2co+_b1_tz.0175.com.dat:      * CCSD(T) total energy                     = -113.921231015205251
h2co+_b1_tz.0176.com.dat:      * CCSD(T) total energy                     = -113.921232247944715
h2co+_b1_tz.0177.com.dat:      * CCSD(T) total energy                     = -113.921243213195638
h2co+_b1_tz.0178.com.dat:      * CCSD(T) total energy                     = -113.921244457232177
h2co+_b1_tz.0179.com.dat:      * CCSD(T) total energy                     = -113.921247811201127
h2co+_b1_tz.0180.com.dat:      * CCSD(T) total energy                     = -113.921244457231694
h2co+_b1_tz.0181.com.dat:      * CCSD(T) total energy                     = -113.921243213196163
h2co+_b1_tz.0182.com.dat:      * CCSD(T) total energy                     = -113.921232247949590
h2co+_b1_tz.0183.com.dat:      * CCSD(T) total energy                     = -113.921231015201329
h2co+_b1_tz.0184.com.dat:      * CCSD(T) total energy                     = -113.921187684942112
h2co+_b1_tz.0185.com.dat:      * CCSD(T) total energy                     = -113.920930918956941
h2co+_b1_tz.0186.com.dat:      * CCSD(T) total energy                     = -113.921033190502584
h2co+_b1_tz.0187.com.dat:      * CCSD(T) total energy                     = -113.921036857571025
h2co+_b1_tz.0188.com.dat:      * CCSD(T) total energy                     = -113.921104295682809
h2co+_b1_tz.0189.com.dat:      * CCSD(T) total energy                     = -113.921107899745579
h2co+_b1_tz.0190.com.dat:      * CCSD(T) total energy                     = -113.921111317898635
h2co+_b1_tz.0191.com.dat:      * CCSD(T) total energy                     = -113.921107899745749
h2co+_b1_tz.0192.com.dat:      * CCSD(T) total energy                     = -113.921109185332611
h2co+_b1_tz.0193.com.dat:      * CCSD(T) total energy                     = -113.921144263119203
h2co+_b1_tz.0194.com.dat:      * CCSD(T) total energy                     = -113.921151222281992
h2co+_b1_tz.0195.com.dat:      * CCSD(T) total energy                     = -113.921154640642868
h2co+_b1_tz.0196.com.dat:      * CCSD(T) total energy                     = -113.921151222282134
h2co+_b1_tz.0197.com.dat:      * CCSD(T) total energy                     = -113.921152444637841
h2co+_b1_tz.0198.com.dat:      * CCSD(T) total energy                     = -113.921155862993615
h2co+_b1_tz.0199.com.dat:      * CCSD(T) total energy                     = -113.921152444651739
h2co+_b1_tz.0200.com.dat:      * CCSD(T) total energy                     = -113.921147930658719
h2co+_b1_tz.0201.com.dat:      * CCSD(T) total energy                     = -113.921153110367655
h2co+_b1_tz.0202.com.dat:      * CCSD(T) total energy                     = -113.921163424326963
h2co+_b1_tz.0203.com.dat:      * CCSD(T) total energy                     = -113.921166842892447
h2co+_b1_tz.0204.com.dat:      * CCSD(T) total energy                     = -113.921163424327247
h2co+_b1_tz.0205.com.dat:      * CCSD(T) total energy                     = -113.921157743389742
h2co+_b1_tz.0206.com.dat:      * CCSD(T) total energy                     = -113.921168001993351
h2co+_b1_tz.0207.com.dat:      * CCSD(T) total energy                     = -113.921171420359101
h2co+_b1_tz.0208.com.dat:      * CCSD(T) total energy                     = -113.921168001993593
h2co+_b1_tz.0209.com.dat:      * CCSD(T) total energy                     = -113.921157743389671
h2co+_b1_tz.0210.com.dat:      * CCSD(T) total energy                     = -113.921163424327077
h2co+_b1_tz.0211.com.dat:      * CCSD(T) total energy                     = -113.921166842892248
h2co+_b1_tz.0212.com.dat:      * CCSD(T) total energy                     = -113.921163424326949
h2co+_b1_tz.0213.com.dat:      * CCSD(T) total energy                     = -113.921153110370597
h2co+_b1_tz.0214.com.dat:      * CCSD(T) total energy                     = -113.921147930658833
h2co+_b1_tz.0215.com.dat:      * CCSD(T) total energy                     = -113.921152444651952
h2co+_b1_tz.0216.com.dat:      * CCSD(T) total energy                     = -113.921155862993601
h2co+_b1_tz.0217.com.dat:      * CCSD(T) total energy                     = -113.921152444651682
h2co+_b1_tz.0218.com.dat:      * CCSD(T) total energy                     = -113.921151222267071
h2co+_b1_tz.0219.com.dat:      * CCSD(T) total energy                     = -113.921154640643124
h2co+_b1_tz.0220.com.dat:      * CCSD(T) total energy                     = -113.921151222282205
h2co+_b1_tz.0221.com.dat:      * CCSD(T) total energy                     = -113.921144263118748
h2co+_b1_tz.0222.com.dat:      * CCSD(T) total energy                     = -113.921109185333222
h2co+_b1_tz.0223.com.dat:      * CCSD(T) total energy                     = -113.921107899745820
h2co+_b1_tz.0224.com.dat:      * CCSD(T) total energy                     = -113.921111317898394
h2co+_b1_tz.0225.com.dat:      * CCSD(T) total energy                     = -113.921107899745934
h2co+_b1_tz.0226.com.dat:      * CCSD(T) total energy                     = -113.921104295683122
h2co+_b1_tz.0227.com.dat:      * CCSD(T) total energy                     = -113.921036857571210
h2co+_b1_tz.0228.com.dat:      * CCSD(T) total energy                     = -113.921033190496942
h2co+_b1_tz.0229.com.dat:      * CCSD(T) total energy                     = -113.920930918957040
h2co+_b1_tz.0230.com.dat:      * CCSD(T) total energy                     = -113.921028205793689
h2co+_b1_tz.0231.com.dat:      * CCSD(T) total energy                     = -113.921071520635721
h2co+_b1_tz.0232.com.dat:      * CCSD(T) total energy                     = -113.921072732707188
h2co+_b1_tz.0233.com.dat:      * CCSD(T) total energy                     = -113.921083727081665
h2co+_b1_tz.0234.com.dat:      * CCSD(T) total energy                     = -113.921084800371489
h2co+_b1_tz.0235.com.dat:      * CCSD(T) total energy                     = -113.921088284021039
h2co+_b1_tz.0236.com.dat:      * CCSD(T) total energy                     = -113.921084800371688
h2co+_b1_tz.0237.com.dat:      * CCSD(T) total energy                     = -113.921083727081808
h2co+_b1_tz.0238.com.dat:      * CCSD(T) total energy                     = -113.921072732707131
h2co+_b1_tz.0239.com.dat:      * CCSD(T) total energy                     = -113.921071520635635
h2co+_b1_tz.0240.com.dat:      * CCSD(T) total energy                     = -113.921028205794414
h2co+_b1_tz.0241.com.dat:      * CCSD(T) total energy                     = -113.920938336250543
h2co+_b1_tz.0242.com.dat:      * CCSD(T) total energy                     = -113.920981642817452
h2co+_b1_tz.0243.com.dat:      * CCSD(T) total energy                     = -113.920982844743563
h2co+_b1_tz.0244.com.dat:      * CCSD(T) total energy                     = -113.920993853413435
h2co+_b1_tz.0245.com.dat:      * CCSD(T) total energy                     = -113.920994840001327
h2co+_b1_tz.0246.com.dat:      * CCSD(T) total energy                     = -113.920998389842097
h2co+_b1_tz.0247.com.dat:      * CCSD(T) total energy                     = -113.920994840001910
h2co+_b1_tz.0248.com.dat:      * CCSD(T) total energy                     = -113.920993853413137
h2co+_b1_tz.0249.com.dat:      * CCSD(T) total energy                     = -113.920982844739484
h2co+_b1_tz.0250.com.dat:      * CCSD(T) total energy                     = -113.920981642817765
h2co+_b1_tz.0251.com.dat:      * CCSD(T) total energy                     = -113.920938336250487
h2co+_b1_tz.0252.com.dat:      * CCSD(T) total energy                     = -113.920901725416527
h2co+_b1_tz.0253.com.dat:      * CCSD(T) total energy                     = -113.920798278296488
h2co+_b1_tz.0254.com.dat:      * CCSD(T) total energy                     = -113.921395788517572
h2co+_b1_tz.0255.com.dat:      * CCSD(T) total energy                     = -113.921333427691408
h2co+_b1_tz.0256.com.dat:      * CCSD(T) total energy                     = -113.921205474565596
h2co+_b1_tz.0257.com.dat:      * CCSD(T) total energy                     = -113.921247886736381
h2co+_b1_tz.0258.com.dat:      * CCSD(T) total energy                     = -113.921249124616509
h2co+_b1_tz.0259.com.dat:      * CCSD(T) total energy                     = -113.921259794813807
h2co+_b1_tz.0260.com.dat:      * CCSD(T) total energy                     = -113.921261032245908
h2co+_b1_tz.0261.com.dat:      * CCSD(T) total energy                     = -113.921264373846711
h2co+_b1_tz.0262.com.dat:      * CCSD(T) total energy                     = -113.921261032245638
h2co+_b1_tz.0263.com.dat:      * CCSD(T) total energy                     = -113.921259794813395
h2co+_b1_tz.0264.com.dat:      * CCSD(T) total energy                     = -113.921249124615869
h2co+_b1_tz.0265.com.dat:      * CCSD(T) total energy                     = -113.921247886739437
h2co+_b1_tz.0266.com.dat:      * CCSD(T) total energy                     = -113.921205474571863
h2co+_b1_tz.0267.com.dat:      * CCSD(T) total energy                     = -113.921129739348615
h2co+_b1_tz.0268.com.dat:      * CCSD(T) total energy                     = -113.921172143967482
h2co+_b1_tz.0269.com.dat:      * CCSD(T) total energy                     = -113.921173371492216
h2co+_b1_tz.0270.com.dat:      * CCSD(T) total energy                     = -113.921184056273503
h2co+_b1_tz.0271.com.dat:      * CCSD(T) total energy                     = -113.921185209096350
h2co+_b1_tz.0272.com.dat:      * CCSD(T) total energy                     = -113.921188614837590
h2co+_b1_tz.0273.com.dat:      * CCSD(T) total energy                     = -113.921185209096350
h2co+_b1_tz.0274.com.dat:      * CCSD(T) total energy                     = -113.921184056273461
h2co+_b1_tz.0275.com.dat:      * CCSD(T) total energy                     = -113.921173371488266
h2co+_b1_tz.0276.com.dat:      * CCSD(T) total energy                     = -113.921172143970125
h2co+_b1_tz.0277.com.dat:      * CCSD(T) total energy                     = -113.921129739349055
h2co+_b1_tz.0278.com.dat:      * CCSD(T) total energy                     = -113.921047287196387
h2co+_b1_tz.0279.com.dat:      * CCSD(T) total energy                     = -113.921089683929509
h2co+_b1_tz.0280.com.dat:      * CCSD(T) total energy                     = -113.921090901176328
h2co+_b1_tz.0281.com.dat:      * CCSD(T) total energy                     = -113.921101600367095
h2co+_b1_tz.0282.com.dat:      * CCSD(T) total energy                     = -113.921102667724440
h2co+_b1_tz.0283.com.dat:      * CCSD(T) total energy                     = -113.921106138493897
h2co+_b1_tz.0284.com.dat:      * CCSD(T) total energy                     = -113.921102667725037
h2co+_b1_tz.0285.com.dat:      * CCSD(T) total energy                     = -113.921101600367308
h2co+_b1_tz.0286.com.dat:      * CCSD(T) total energy                     = -113.921090901176498
h2co+_b1_tz.0287.com.dat:      * CCSD(T) total energy                     = -113.921089683932365
h2co+_b1_tz.0288.com.dat:      * CCSD(T) total energy                     = -113.921047287191996
h2co+_b1_tz.0289.com.dat:      * CCSD(T) total energy                     = -113.921016932553940
h2co+_b1_tz.0290.com.dat:      * CCSD(T) total energy                     = -113.920920984701695
h2co+_b1_tz.0291.com.dat:      * CCSD(T) total energy                     = -113.921320166488869
h2co+_b1_tz.0292.com.dat:      * CCSD(T) total energy                     = -113.921251713602487
h2co+_b1_tz.0293.com.dat:      * CCSD(T) total energy                     = -113.921118912977619
h2co+_b1_tz.0294.com.dat:      * CCSD(T) total energy                     = -113.921160416112841
h2co+_b1_tz.0295.com.dat:      * CCSD(T) total energy                     = -113.921161648737609
h2co+_b1_tz.0296.com.dat:      * CCSD(T) total energy                     = -113.921172043965257
h2co+_b1_tz.0297.com.dat:      * CCSD(T) total energy                     = -113.921173190506437
h2co+_b1_tz.0298.com.dat:      * CCSD(T) total energy                     = -113.921176583621985
h2co+_b1_tz.0299.com.dat:      * CCSD(T) total energy                     = -113.921173190506195
h2co+_b1_tz.0300.com.dat:      * CCSD(T) total energy                     = -113.921172043965214
h2co+_b1_tz.0301.com.dat:      * CCSD(T) total energy                     = -113.921161648741275
h2co+_b1_tz.0302.com.dat:      * CCSD(T) total energy                     = -113.921160416115697
h2co+_b1_tz.0303.com.dat:      * CCSD(T) total energy                     = -113.921118912972773
h2co+_b1_tz.0304.com.dat:      * CCSD(T) total energy                     = -113.921094764449535
h2co+_b1_tz.0305.com.dat:      * CCSD(T) total energy                     = -113.921006243928161
h2co+_b1_tz.0306.com.dat:      * CCSD(T) total energy                     = -113.921210431903233
h2co+_b1_tz.0307.com.dat:      * CCSD(T) total energy                     = -113.921135928153589
h2co+_b1_tz.0308.com.dat:      * CCSD(T) total energy                     = -113.921054763363486
h2co+_b1_tz.0309.com.dat:      * CCSD(T) total energy                     = -113.921067239256303
h2co+_b1_tz.0310.com.dat:      * CCSD(T) total energy                     = -113.919736991815157
h2co+_b1_tz.0311.com.dat:      * CCSD(T) total energy                     = -113.919923906269148
h2co+_b1_tz.0312.com.dat:      * CCSD(T) total energy                     = -113.919843325357306
h2co+_b1_tz.0313.com.dat:      * CCSD(T) total energy                     = -113.919755941242272
h2co+_b1_tz.0314.com.dat:      * CCSD(T) total energy                     = -113.920071667671309
h2co+_b1_tz.0315.com.dat:      * CCSD(T) total energy                     = -113.919998488905776
h2co+_b1_tz.0316.com.dat:      * CCSD(T) total energy                     = -113.919857152987262
h2co+_b1_tz.0317.com.dat:      * CCSD(T) total energy                     = -113.919901462560276
h2co+_b1_tz.0318.com.dat:      * CCSD(T) total energy                     = -113.919902641221469
h2co+_b1_tz.0319.com.dat:      * CCSD(T) total energy                     = -113.919913953488475
h2co+_b1_tz.0320.com.dat:      * CCSD(T) total energy                     = -113.919915110127391
h2co+_b1_tz.0321.com.dat:      * CCSD(T) total energy                     = -113.919918547596239
h2co+_b1_tz.0322.com.dat:      * CCSD(T) total energy                     = -113.919915110127505
h2co+_b1_tz.0323.com.dat:      * CCSD(T) total energy                     = -113.919913953488120
h2co+_b1_tz.0324.com.dat:      * CCSD(T) total energy                     = -113.919902641221569
h2co+_b1_tz.0325.com.dat:      * CCSD(T) total energy                     = -113.919901462556112
h2co+_b1_tz.0326.com.dat:      * CCSD(T) total energy                     = -113.919857152994098
h2co+_b1_tz.0327.com.dat:      * CCSD(T) total energy                     = -113.919831831101973
h2co+_b1_tz.0328.com.dat:      * CCSD(T) total energy                     = -113.919738326684680
